step,LLM (Monolithic),HRM (Static),"ARH (Ours, Principled)"
1701,91.41692852305249,93.2287356414692,92.19300687910258
1702,90.58210510785823,92.81708911978748,92.83088577169312
1703,91.71325925918173,92.76192418552496,93.28265626262413
1704,91.09756452580842,93.28455637485965,92.51426076312336
1705,91.79080953928984,91.90735100304252,93.22952558482557
1706,91.38752945764092,92.72114581147503,93.17866655705878
1707,91.25201828692133,92.88171668841534,93.68405224296731
1708,90.7656413408103,92.47379744342626,92.21790692164402
1709,90.80092126667545,93.24745412223349,92.85395690405863
1710,91.30333337952379,92.49810151275634,92.13075706322606
1711,91.15037521097005,93.05508105543868,92.7451559918813
1712,90.93022939588296,92.933079216541,93.18720938660269
1713,92.37103132838647,92.69885961492474,92.76909654160627
1714,91.68054503658804,92.96138039795366,92.89043626826425
1715,92.09072781870175,94.04699413020187,92.29574901330108
1716,91.64702872465038,93.07634843340252,93.63275497714325
1717,91.69968196659828,93.85661503400667,92.68013839787241
1718,90.8748147468189,93.12082974721986,93.09094626395179
1719,91.91988545530033,92.87634203984311,93.30164099989257
1720,92.26237546506765,92.72296188435787,93.07224184005837
1721,91.74000838542892,93.35744254910837,94.27442376462346
1722,91.52498827043138,92.86794211482773,93.20532637219274
1723,92.04339645310215,93.71866125699394,92.22514125131015
1724,91.6549111546317,93.83131235698784,92.30865008787724
1725,91.82947847595364,93.56459501419408,92.76818248141865
1726,91.19685758149448,93.49119318849858,92.07320877004777
1727,91.56336424577589,92.8219788958162,93.4082291820199
1728,91.04934246887329,93.72034305012271,92.9201470508172
1729,91.80146189923688,92.21007988420716,93.94805613382582
1730,91.73608355807562,92.25296148719274,92.9963521314795
1731,90.99886127967991,93.61552388949391,93.16237682423484
1732,90.93045717429982,93.08164887318306,92.70734515206125
1733,91.34245360016176,93.58209562087063,93.41478786037771
1734,92.08253956195742,93.51231545116468,91.83501932195449
1735,91.83725349960297,93.4993156477251,92.818063070056
1736,90.85995250995062,94.0830270432418,92.40212887443933
1737,91.14937231346215,93.60883238799558,92.68966565708398
1738,91.41840843635858,93.42514855666147,93.30354803610722
1739,90.71013776189801,91.77151109688124,92.13292825802624
1740,91.4697468782175,91.87227750569882,92.30898063883994
1741,91.09070669696065,93.66561461930418,93.38443503688275
1742,91.6741182257531,93.96751588456326,92.75252527204998
1743,92.05699120631776,93.16105800445374,92.59532082303693
1744,91.04728531330652,93.35801083504683,93.18816286478562
1745,90.41572159669069,93.14246181593079,92.45091748049467
1746,91.50449020323735,92.64499447469771,92.53504410341799
1747,91.50761738235212,91.73628658222046,93.5875731534998
1748,92.25202218328677,92.2036251642498,92.64973128250372
1749,91.29767226892068,93.25139138120791,92.23118005218423
1750,92.04169455697452,93.24176569290115,92.6517200336101
1751,91.43661097518202,92.47182432470758,93.03002668873164
1752,91.2494559748798,93.08513914569508,92.64594392667082
1753,90.97912174912084,93.3740585432234,93.52330652728051
1754,91.03200465423896,92.74175918700108,92.82240951544287
1755,91.82848061503513,92.19665132367702,92.65164872702076
1756,92.36545564393828,92.45239518224432,92.2864228237242
1757,91.12226557805401,93.98600439113167,93.00052213871678
1758,91.2505409072955,93.00303931668157,92.99986316922332
1759,91.23724244546915,93.25325672904223,91.99996276935825
1760,91.05764535544908,93.4846937743984,92.80796030513409
1761,92.21002806750558,92.99934923945631,92.54741345222583
1762,89.76557117381827,93.01206151707177,93.08682854363076
1763,91.67469396224514,93.82514893989149,92.74509295984991
1764,90.86711749642996,93.44817663118877,92.48555193208203
1765,92.19076215604453,92.02441418263128,92.6443871214639
1766,91.58359298847172,93.05586737096723,92.91790154955599
1767,91.52950833160958,92.50493160109002,92.98161117230448
1768,91.29704089735884,93.32857995467974,92.58516209426892
1769,91.23963935935338,92.91069326493471,93.96262127978052
1770,90.83549375224369,92.70972607726611,91.73148174033952
1771,90.41797425436229,92.72429207511811,92.82319214271419
1772,90.7682239098102,93.12895594853464,92.95896347483085
1773,92.44300345863677,92.6990216699916,92.99039355531279
1774,90.96419502901176,93.44857651743177,93.40020919142623
1775,91.66165005725836,93.74421159585643,93.25940358457918
1776,91.72666578993355,92.50358499168853,93.27804280631456
1777,90.9382553670864,93.28262939876792,92.58892062819335
1778,90.74480844883703,92.62094476290446,93.5676872815656
1779,91.56140948028377,92.646748907843,93.05159607079585
1780,91.37394260138747,93.45843264402104,92.85930800834798
1781,91.676227173198,93.61430939255379,92.22989202080693
1782,91.25800517754107,93.87101543713368,93.33445349716354
1783,91.58411456024676,92.96161469453426,93.30122504408256
1784,91.11385357851941,93.1611730401639,92.87913860952995
1785,91.47773547515176,93.4381048786434,93.94746040140075
1786,92.63516646720363,93.24656877073477,93.04205853868976
1787,91.39860548502688,93.12898212252978,93.49512582265551
1788,91.26622317526525,92.53221593059453,91.85353316569677
1789,92.30824205483846,93.18908423312176,92.39470925687958
1790,91.40448535028241,93.16005885638309,93.07530828168964
1791,92.4937661109718,93.06627530505686,93.42151219263829
1792,91.63540198440072,94.04076389878698,92.5221458743793
1793,91.85314166148626,92.80116872284333,92.28271499135963
1794,91.38810902210157,93.67786640147153,92.996419239978
1795,91.51838301598613,93.40720072052807,93.01336628008502
1796,91.87437731196684,92.74891643607256,92.00071474281481
1797,92.04269135580977,92.53274120489394,93.62093938303578
1798,91.65469537697916,93.77551408307613,93.5640697876813
1799,91.5555907748315,93.48950652182036,92.24569601729686
1800,91.43759035530576,92.94066589937874,92.92238342617837
1801,90.91683165359359,92.79984987989883,92.24908832163871
1802,91.93156967317978,93.65261960837636,92.91776746823278
1803,90.59439769730838,93.22044605792549,92.37257383770925
1804,90.93743278972795,92.1267913555342,92.93565290664186
1805,91.64426492377468,92.71422931836136,93.09297757605405
1806,91.92326956939282,92.22132649066943,92.04603400293385
1807,91.41063726834786,93.3835387488413,93.87865519444819
1808,91.50262498189565,92.25921793341216,93.06932854574609
1809,91.4547363595839,93.62857198217007,92.0586179055188
1810,90.59573744767346,92.65313899367547,92.63127125582541
1811,91.09714768213293,93.4747888416464,92.6530181936418
1812,91.62234155314943,93.487060844172,92.59785540626787
1813,91.34393301870065,94.55702211063297,92.6950415430748
1814,92.17943750571361,93.33633806906182,92.85491684037332
1815,91.65180882225602,92.02509028012071,92.96846604050239
1816,91.53207492608367,93.00489226128295,93.03295303157934
1817,90.80357500872356,92.82568685430769,92.58578788851848
1818,91.70660619575357,93.29425876033461,93.15615560697057
1819,91.83382978213105,93.87463499614543,92.2821485469991
1820,91.67877345933819,92.72115054994288,92.70215110939219
1821,90.1424005906071,92.17443021978048,93.5181689574342
1822,90.84601363987466,93.79423730484088,93.36946972600072
1823,91.27244908318684,92.18290586640873,92.77378091889807
1824,92.12168340457299,92.74808527093725,92.7138046952264
1825,91.67746524467958,94.88408112992482,92.65367893187651
1826,92.04493276865824,93.01634000325134,92.7760500102159
1827,92.35545602692869,92.13049907201669,93.17081181095804
1828,91.07709400221997,93.00095950393272,92.90419038695869
1829,91.9797803244387,93.20191292637821,91.99727615178544
1830,92.5139572808529,93.14487599973134,92.84530501938146
1831,91.86945981767983,93.20410318792386,92.63446079380518
1832,91.01461021886489,92.73099970340117,93.32040158630248
1833,90.7842730873799,93.25493700854585,92.55961700804006
1834,92.4497808596957,92.73901381083016,92.42188731288911
1835,91.80101506511014,92.94202013629447,92.7644844122158
1836,91.83390892327002,94.33669017410782,91.89989261597182
1837,91.16661829703398,93.58356149851627,92.76124984954862
1838,91.27149140405587,91.75334288083874,92.4557948360653
1839,91.05157047308904,92.36745231813093,92.12363504411738
1840,91.87995692025773,93.12609231983215,92.96032908811343
1841,91.2848271854528,93.41251175995936,92.74743896308503
1842,92.53687414287026,93.49522257234767,92.71143711139841
1843,91.63608838120561,93.66448599165658,92.82290029875266
1844,92.21839500317937,93.58870083970498,92.32316073070943
1845,91.92897774857178,93.05026631153311,93.36161262632714
1846,90.41792940689652,92.8772415145077,92.91481448847391
1847,92.07868890709801,92.7171118453223,93.44268681652952
1848,90.89175953446927,92.99377017790763,92.7506073254342
1849,91.25853853728053,92.63742015650519,93.00130538166012
1850,91.51963036967493,92.30613511021323,92.83541983467464
1851,91.13488145073201,92.48225048325389,92.63190396782919
1852,91.1973787676354,93.58526385479306,92.68157368848661
1853,91.32343289913558,94.00630821651694,91.80641953802133
1854,92.00414291380606,93.17045261105434,92.45992038904294
1855,91.58409428684217,92.49242264529981,91.87023319226208
1856,92.10036199673652,93.9490123477883,91.8279092478221
1857,91.47839686901811,92.15495049207767,93.1523448519801
1858,92.45838015574861,92.41451159806006,93.32833167612245
1859,91.34856785659001,93.68336594450284,91.8875381167586
1860,91.68537923743696,93.59971138845306,93.61522504613555
1861,90.97261178694671,93.45168168170221,92.24682520052596
1862,91.60507251969725,92.49139223024308,92.62847167242317
1863,91.99828815287258,93.33304244458213,93.72491443584411
1864,91.69306403697797,92.31794590516887,92.43583981225618
1865,91.29744297555585,93.45215710519236,93.59295881618382
1866,91.70624877679106,93.7015769253893,92.3603112221008
1867,91.42768019916144,93.09832225881061,92.93379499659177
1868,92.13238927179343,92.80150314227721,92.57701410385575
1869,92.75301264045737,94.22506839762232,92.48028726259551
1870,90.99751396966955,92.9697231435678,92.25483513191107
1871,91.70591484085256,92.91988326470411,92.81807958729007
1872,91.213636200357,93.45662148287826,92.64598869239931
1873,92.52525819069234,92.94490422053804,92.29972440464398
1874,91.79652684269298,92.21513583062901,92.79620495262425
1875,91.73837410700648,92.7252945631985,93.02571840674872
1876,92.27453629063268,92.126194080149,92.85028689802466
1877,91.81845592738354,93.5440901631036,92.72866001960305
1878,91.29351251487094,93.06166241474227,92.28895289408888
1879,91.33447106559099,92.83037402134009,94.06058391207564
1880,91.29391247506452,93.70122762811579,91.79807567569979
1881,92.55057792540107,91.59062956081257,93.40244808606514
1882,91.39694485432204,92.49302668991788,92.50715111995247
1883,91.26626551313458,93.39086285050128,92.3615716896533
1884,90.66193497851107,93.807581789854,92.83122375709789
1885,91.53107450432695,93.62386068376883,92.21924093176351
1886,91.69681693671467,92.87773251621499,93.19332064499926
1887,91.43012883378206,93.23111724487536,93.16434452284219
1888,91.29663080989978,93.77171051858235,92.30507403405741
1889,91.63169955562775,93.22772354135603,92.40867900269558
1890,91.27082737229513,92.43161698914474,92.67931024205899
1891,91.01694225672716,93.21567929216081,92.94356903233447
1892,91.43432435668895,93.49276225792099,92.57286067417286
1893,91.66316977548266,92.79458381547337,92.01710509133615
1894,91.32145614094064,93.376851684384,92.988006250156
1895,91.90648210201446,93.1006057140547,93.20635534434001
1896,91.5957266847354,93.40609350512646,92.79618799055586
1897,91.20716079324137,92.88368485779458,92.46287868048312
1898,90.76203019517989,92.96688876473502,93.38076650715459
1899,92.36917310000183,93.11352779734125,93.52042217610177
1900,91.20855499962988,93.26513655952282,92.21923911443209
1901,91.6593871636903,92.73427618582244,92.56695327449229
1902,91.72508306304971,92.66904330071335,92.24507250973487
1903,91.42623510538479,93.59878136087427,91.78462597617174
1904,91.85628343991964,93.40434829901928,92.87502355427151
1905,91.45993989331068,93.74343217751719,93.31847480672975
1906,90.87553581759622,93.06016986883176,91.6557187633473
1907,90.91005822100006,92.89718895537156,93.30953771103658
1908,91.42098467409743,93.3480064840116,93.39778924971887
1909,90.83297387491878,92.31769826068792,92.61711985355643
1910,92.44488001337612,92.39848555459135,92.94306034270627
1911,91.11250768820769,93.56892133596158,93.31550979887012
1912,91.32740670192301,92.91445529854902,92.64207761723846
1913,91.20613940352487,92.90743101443549,92.3099437642846
1914,91.02505890826744,93.34075723920247,92.68903480428384
1915,91.70430444154206,92.81184593114398,93.09084966253208
1916,91.41401722151659,92.97173284226177,93.65412374622682
1917,91.43066955713738,92.68581290823444,92.85430117737802
1918,91.37617976124884,92.93129949110937,92.66655408711993
1919,91.18985414419424,93.62680109569797,92.15461128884529
1920,90.74407378785696,92.84675740097659,92.93081417836024
1921,91.35992678113477,93.5469053985123,92.39786678345513
1922,92.58014286319346,93.93675320084945,92.69263626615535
1923,91.8838800412197,93.58160674523943,93.31299436868883
1924,91.78706053176533,93.19630039442919,93.84018930709622
1925,91.94651577913542,93.27133323656417,93.15734225760144
1926,91.86757547637464,93.23061888445987,92.3615506389878
1927,91.23718837529263,93.18416935436619,93.01506540541673
1928,91.07800943961473,93.23435679572641,92.51048853192722
1929,91.17076730328526,92.77669696974154,93.10859632725368
1930,92.23310921784315,92.95576962438243,92.13230446502551
1931,92.46710039107226,92.74618546079711,92.90090802949308
1932,91.94656150297799,92.85802258627916,93.30127403903154
1933,91.21884054323073,93.38817635170057,92.47961103815734
1934,91.47827534057602,92.5817351270511,93.01196089995557
1935,90.96872263065268,93.25355236709451,92.35958053156867
1936,92.14244492172693,93.16329822132484,92.94282648020732
1937,91.17238986439301,93.39276094021254,93.7399573807786
1938,91.42011579835193,92.03664222486202,93.31417597895414
1939,91.50336388768014,92.80874733183744,92.84193728995203
1940,91.3263097335318,92.77746387147864,92.89440424237782
1941,91.93878737649251,93.06858855253675,92.16101801305349
1942,91.79022988929523,93.34747413465028,93.31377063099731
1943,92.19874231919874,92.62069237291192,92.3550238210243
1944,91.22077558334519,92.5770460631101,91.5574024510476
1945,91.38353437595026,91.95982351328779,93.7560923299722
1946,91.90589358425211,93.68501134552066,93.2219553779649
1947,90.31357275475534,93.00391040212726,92.30738145692337
1948,92.17386375328935,93.79686127182549,92.06394855086052
1949,91.3702248827079,93.01227862458184,92.56581234345012
1950,90.16063978764056,93.20032038304852,92.55960559383992
1951,91.70689244705818,92.8374949638137,93.33763523005369
1952,92.09522576265248,93.08516622861896,93.80699009455694
1953,90.89906119257144,92.460978869481,92.87830597112897
1954,91.20530956739908,93.1332098213906,92.64908065697907
1955,91.910547044303,93.47805552097311,92.59698582862829
1956,91.31248854046434,92.65545500843552,93.84007213069204
1957,91.7269003759971,92.29518946175607,93.50041016463543
1958,91.76381590573732,92.81472401207755,92.75013589170534
1959,91.18924390503012,92.7790060153465,93.46296262249056
1960,91.56897199398688,93.01840850573859,91.73477703653178
1961,92.26796545920696,93.40331411560254,94.25781510026387
1962,91.48727775369886,92.86675198225787,93.70276507512654
1963,91.71550422762184,93.20257830839982,92.65754466120305
1964,92.44216936513166,92.38502445436316,93.02352264287671
1965,91.10252904353754,92.58466955448293,92.27314304895991
1966,91.2235155392877,92.85393577832065,93.2113858380671
1967,92.10760677705349,93.26536324526231,93.2263882506848
1968,90.9004356685109,93.06935057495188,92.63541566920249
1969,90.82870144555382,92.88374052541958,92.4504055618876
1970,90.80457350514025,92.8283055356431,93.06361515985242
1971,91.95895796241368,94.14313515654399,92.58374869932544
1972,91.30780398042609,93.63841583322322,93.21233027138977
1973,91.39861869341607,92.45484767145513,92.7252829819143
1974,92.17677310536364,93.99641164829984,92.60281683081436
1975,91.871417428383,93.16542410366706,92.51021713200653
1976,91.54615411039315,93.03607791006368,92.75011796758666
1977,91.63161811353703,93.04005472984765,92.58836001228225
1978,91.14147185140686,93.64545798424066,92.65584486170603
1979,91.38561510047403,93.27594202257589,92.6658411564769
1980,91.14293663747813,93.43870887609457,92.78008949379407
1981,91.7207422583971,93.66583818185697,92.23694719979642
1982,91.84409196331632,93.49862993403036,93.21111099659063
1983,91.51371050583612,93.65275204590739,93.43447231115154
1984,90.69373207043382,93.67113016286703,92.74088904733837
1985,91.64607327534185,92.96263042476546,93.96589621350307
1986,91.51372860571392,93.2115955864836,91.817421757138
1987,91.18237172799861,92.93333489432688,92.9665279699474
1988,91.80658062494781,92.91317552610514,94.47011888223086
1989,91.88553500005271,93.21270565800664,93.0602140152358
1990,90.84763879834608,93.12614046607814,92.93380906121952
1991,91.7037930184611,93.38559255572666,93.28697172869661
1992,92.14168513124208,93.44239176515086,93.62793317980679
1993,91.40233259403254,93.42532722624745,92.73779367217684
1994,91.17932997474223,93.85824037307484,92.78798054069203
1995,90.89860898362349,93.17901455548756,92.97342894127655
1996,91.40955902337296,93.1524874105997,91.95665360059479
1997,91.20057439074952,93.312398444936,92.63887581012771
1998,91.03511484287526,92.64099267658432,92.3503450632567
1999,91.65260574967613,92.74860409102928,93.41634495741205
2000,91.97716343497665,92.94061675286352,92.77400510437917
2001,91.8683031433531,92.99994996714427,92.93776456343964
2002,91.43319051015021,93.68029133716858,92.65789440957842
2003,91.91032461746066,92.82730279883377,92.11354537700817
2004,91.70591711600348,92.53351074898445,92.91129601041908
2005,91.85315311236923,92.66549301881547,92.55774855188538
2006,91.0894119201177,93.03460999967027,92.94684371326014
2007,92.38544715463738,92.80914670528784,93.39185909860853
2008,92.12134365000585,92.97820946206775,92.3426894977251
2009,91.86944229459726,92.89334067949802,92.81516987604515
2010,91.7058374261498,94.10646673012046,93.4288243256995
2011,91.46524978661232,92.78076464895295,92.89718901695261
2012,91.81682070538973,93.01178332338756,92.9217292672689
2013,91.2044126397961,93.93228648949467,91.78620935950762
2014,91.24625955929035,92.30319925104962,91.47011843519498
2015,91.43550254288577,92.76758973342136,92.74505144784652
2016,91.67732526940246,93.03475688278382,94.17681404370424
2017,91.52034962908374,94.0976987588459,92.59080561505885
2018,92.02678723199713,93.38284706234009,92.01651478926232
2019,91.09182345210601,92.89577700542364,92.89347350222359
2020,90.76965366847006,92.32962572793039,92.13843011710559
2021,91.91077124952844,93.09912365022224,92.291331386198
2022,90.96568771221226,93.00875032869189,92.66589064494107
2023,92.00739311868456,92.29255729662694,92.87029985773168
2024,91.19997751019136,92.81264231737553,93.50094156602749
2025,91.56436024385948,92.90151860403743,93.06446457012498
2026,91.16692434688024,92.4674406875422,93.37950389995356
2027,90.74142981165862,93.56350547268198,92.2749387385509
2028,91.47735874565537,93.11187311290978,92.77063985173899
2029,91.1119289526655,92.74871239026383,93.01131081177016
2030,90.9870528756952,93.51123655764528,92.83341993035077
2031,91.58672583578219,93.68786746914796,93.21454536640285
2032,91.81530839252119,92.68913736606524,93.16885837372544
2033,92.10748017404374,92.6474626737362,92.01165977003375
2034,91.59365462741074,93.35466173075561,92.79320963678032
2035,90.55532645901386,93.83525957117403,93.30674742477082
2036,91.93834289718764,93.22316063622773,92.1137628929462
2037,91.47012303799653,93.96696962244842,92.74750091589515
2038,91.90016593761003,93.15762111657938,93.51125733181856
2039,92.00652176235812,93.31939497634687,92.55586230560564
2040,90.88655679971725,94.00106609481162,93.26635525808973
2041,91.74555168534081,93.30189418932102,91.6454744842352
2042,91.59908655016925,92.34442635866475,92.55996173801904
2043,91.3594263357909,93.50541544203247,92.69978014820822
2044,91.61740163101092,92.81949613986791,93.72596467981133
2045,90.990386627187,93.18680242299537,93.17955951306512
2046,91.15044816683448,93.12648128937307,93.15393933201436
2047,91.66629856157158,93.19584502939274,92.15334071020663
2048,91.42769503633133,92.52284550326667,92.00422799517246
2049,91.93131033198826,92.13798061192728,93.1736542322258
2050,91.09980296180895,93.02620712914269,92.58344618356064
2051,92.3215678549616,93.23151249285043,93.41134886514554
2052,92.20150221123053,93.33517379356874,93.30378486841637
2053,91.94428605259404,93.40701610473172,93.15963634787516
2054,90.45010581360849,92.76958864972605,93.13401594222462
2055,91.06426394456206,93.52520348594304,93.02989258824363
2056,91.49146748019133,93.80715589922659,93.83257293615976
2057,91.87027970328026,93.00819373643427,92.73130530344845
2058,91.28734809228443,93.21854871281587,92.21573588385097
2059,90.86452557805875,92.57226262321204,93.16340739011274
2060,91.80681856175343,92.75678978605683,94.19374651665237
2061,91.79464391399952,93.38316299707202,91.64545017075126
2062,90.82534048732346,92.13620914108499,92.96478533390146
2063,92.1937764855155,92.90367369733681,92.39149216580586
2064,92.10149777957767,93.09612425926673,92.09194584318864
2065,91.30995276960243,93.59232183235146,93.1842907785163
2066,91.84107447089902,92.42520501321961,93.48603697020484
2067,91.25311646671766,92.9942414423139,92.96304179267409
2068,91.92388499744597,93.67830136376983,93.12264162397966
2069,91.0831716511155,94.1460518230511,93.77011417460679
2070,91.22974004659167,92.82386012580979,92.44909597060068
2071,91.74927927714043,93.16937393049987,92.44904877696882
2072,91.2520332273275,93.13290196910502,93.33227784316335
2073,91.65744981640917,93.3274108221008,92.22746383805509
2074,91.19800370974028,92.42385453688951,92.05830445214569
2075,92.20049514769615,92.84762340544908,93.8526807731063
2076,90.69741782842786,91.8490696447989,92.85453966666314
2077,91.919044550532,92.74656069906325,92.70556133442098
2078,91.89174792525415,92.84676065188962,93.27074636329007
2079,91.1328281682324,92.62585012243483,92.93701989094785
2080,91.12097634945475,92.56899460035324,93.00953102873453
2081,91.45048595952571,92.56560258232548,92.53367182126446
2082,92.6556690379719,93.33342784324232,93.09278502745397
2083,92.47677320597967,92.99895536512557,92.98782384527996
2084,90.9351255296072,93.33271266033593,92.55390392926198
2085,90.92548626895154,93.52913927379146,92.63339500269055
2086,91.54964012102413,93.67845311532206,93.52321325866315
2087,91.72749109276079,92.9148313562263,92.37793429051514
2088,91.6611667992221,93.61583710100965,92.3823445534538
2089,91.00903118933908,93.42658265429185,92.41817563288973
2090,92.53013883761466,92.66943948409529,92.64239040666021
2091,91.71810824552703,93.80781081771711,93.17954290028695
2092,90.58065833220196,92.61842125484041,92.48803433384161
2093,90.31412347749661,92.2623164005375,93.57782480897158
2094,91.4321028832656,92.8933475309466,92.48929832080356
2095,91.36666947440293,93.59205841126749,92.11579938752969
2096,92.80854106693218,93.78138669353854,92.43455905761435
2097,91.15388144945804,92.6296140852396,92.63494659304332
2098,91.58594255147631,92.91811794474155,93.05267567798172
2099,91.70813804575307,93.42660610395622,92.53374499853155
2100,92.35359838346659,93.22719259593624,92.84007150531524
2101,91.3033140387375,92.82308166491052,93.17252776379709
2102,92.19623873837854,93.33915694426699,92.18426510030602
2103,91.81865958712105,92.64232914231484,92.09285363626793
2104,91.00746279072578,92.92413343272743,92.34647579159781
2105,91.98040163037112,93.70856605629301,92.86262038570764
2106,91.75091556383367,93.09851596127915,93.21422838116398
2107,90.88984548887358,93.18681666564453,91.92412394204948
2108,90.84805455502539,93.42152523655432,92.66279421358709
2109,90.98562388844064,92.97624625412386,92.75553673665233
2110,91.59661392602887,92.87697777375675,93.10212341484524
2111,91.35364096029082,93.78014950576845,92.07574802165861
2112,91.88657045123124,93.87991694656725,93.55026180921097
2113,91.03274541457819,92.9390921433927,93.05419273187385
2114,90.92497864505236,93.75295915511484,94.25050496195085
2115,90.85573991825031,93.024576230443,92.52238382547915
2116,91.9824495448754,93.3947575066645,92.98664231849344
2117,91.28369826170268,92.94054475968316,93.21055924944551
2118,91.10491516665769,93.11121677121932,92.85191704046743
2119,92.76551039798514,93.1650198362332,92.51959397937324
2120,91.0430892520697,92.47545954731905,92.69018702721267
2121,90.74462341933518,92.37227505610049,91.75659724485187
2122,92.36431857754798,92.4731167272135,92.48500115134897
2123,91.08078199262287,91.98194453911572,92.78869668011053
2124,91.66312058799582,92.65943925019278,92.70950336076497
2125,92.17632522004035,93.2612992353976,93.10223103093381
2126,91.06580436788191,92.85629288439769,93.06314188425644
2127,90.88369617916618,92.10348292548487,92.71439339652221
2128,91.39304762031125,92.84626802285425,93.10103240034289
2129,92.15867508225688,93.17157203871685,93.03960081169303
2130,91.12467958452297,93.99819163110433,92.28183103582525
2131,90.71030208279383,92.84579501135514,93.60083737276331
2132,92.10434115961422,92.9334468519446,93.33791497580825
2133,90.35773135161283,93.00225277460693,93.5283981936286
2134,92.16624837855724,93.3406346499827,93.8780898596741
2135,91.12969043973958,91.90070254173284,91.67081618404309
2136,90.73293671672666,92.62336616580039,93.04809596608654
2137,91.59114154933465,92.97241020940186,92.37972549004483
2138,91.72337704162027,93.70218604989323,93.03149290362175
2139,92.03832478554891,93.32037327945653,92.26692453087935
2140,92.03220505721065,93.41184531562241,93.05253074570189
2141,91.82567856199185,93.01856353749736,93.74901977604193
2142,90.73482155541951,93.47894200678635,92.33478802607067
2143,91.90829080478372,93.05807671484503,92.62642764327454
2144,91.08814143518454,92.66297835834476,92.96995341585304
2145,91.70864572762515,93.06678562573263,92.71485504143178
2146,91.38467211210735,93.1873071586216,93.30121504009801
2147,91.12996223108085,92.36718680949673,91.6599659297099
2148,91.59563978866993,92.52396390500382,92.4097752829923
2149,91.22600871193043,93.07957418080613,93.0028123653775
2150,91.56404284681153,94.02692827074829,92.50751354097699
2151,91.97438798877398,93.73455873095556,92.74335265783988
2152,91.48779500671117,93.20891547735933,93.31070965913227
2153,91.54616095815904,93.56351126942664,92.34833703900543
2154,91.51684556251786,93.12280489171613,92.7892250646812
2155,92.51627192960622,93.24217784055143,93.36803122315631
2156,91.04379798015069,92.88901963265404,93.59509739384389
2157,91.73856476720964,93.26071260522386,93.03033011204809
2158,91.83205457871921,93.55290260375159,93.02679744910574
2159,91.96351454705572,93.7563925413865,92.26049502922201
2160,91.4024019161291,92.65690430238644,93.1508438640016
2161,91.02890353895894,93.62373560465407,93.41830905548315
2162,91.73541215933344,93.0122280634281,93.02747818240364
2163,91.87911863844528,93.22008666672514,92.61873901201824
2164,91.72006940671605,93.52800257444062,93.39782591611011
2165,91.40777734937586,93.11320030182257,92.05718377610533
2166,92.3802129499759,92.81425412705215,92.38815771433846
2167,91.58270002261787,92.58231079041687,92.60257493917493
2168,91.53700794296857,92.46568255847501,93.08658329175601
2169,91.76469038830074,92.37528496165613,92.3703301953975
2170,91.50346144308918,92.9187219769141,92.1225511235242
2171,91.8756921217633,93.23157192331536,92.20983788271955
2172,92.14272195703643,92.83801122937759,93.5527995298884
2173,91.48150959925246,93.30967452563326,93.31553304081649
2174,91.50721364310904,93.68116093496225,91.98439101726048
2175,91.62161338696522,93.29333720552945,92.95354461581601
2176,91.57414405646065,93.46226454239614,92.82326808263518
2177,91.66855932615289,92.56400580512727,92.69585202298408
2178,91.44193686250257,93.12016603830868,92.69903017327715
2179,91.71590434516222,92.61786447090414,93.09262067902641
2180,92.70046972853994,92.84057175834715,92.6030803501666
2181,91.60426740299391,92.46406477061751,92.65974924923432
2182,91.72285611132817,93.43199546348312,93.27767743222975
2183,90.93766293201989,93.17303926777336,92.63794734299904
2184,92.63156858967541,92.81576900443102,91.98029856064771
2185,91.5091104221627,92.56600439138391,92.87962183973957
2186,90.95164550636339,92.45582755737229,93.58544728952316
2187,91.70211562562571,93.74093586878391,93.24637618050946
2188,92.0113230654012,92.59050057537752,93.61943618945146
2189,91.4493316263499,92.98327429905235,93.11915691074297
2190,90.7612306398432,93.30618412666087,92.3140914879419
2191,91.54759701051177,93.11386532561029,92.99199061300762
2192,91.83647060301962,92.34942437203021,92.92845208339905
2193,92.1398650229275,92.97233386220731,92.29034294905094
2194,91.83498447705134,92.34039023782667,93.0252924089374
2195,92.10223497770096,93.15730451810956,92.41675166811387
2196,91.4056579244483,93.53990256904856,93.22476888722618
2197,92.11062772522853,92.48972004599743,93.58965551462029
2198,91.664362615695,94.2116404150568,92.5560939341883
2199,92.13392241841427,92.5786894941621,92.7618812322281
2200,91.60864229450766,92.79409053852213,92.68731095753226
2201,91.68737648495693,93.25379283097867,92.30161586205516
2202,92.31497062278251,93.19433670188465,93.08117595791397
2203,91.24674745070632,92.53455184639019,93.11306592795177
2204,91.18075975881607,92.16739209494378,92.4023146067275
2205,91.12585922224267,92.91202994493219,92.92560451865397
2206,90.63667307301635,93.3030044896217,91.96425732535933
2207,91.96206886611206,94.55374212494756,92.4013846493449
2208,91.56342256277246,92.77940665084382,92.49132062491057
2209,91.29973520030077,93.10745675766738,92.39982517519697
2210,91.1893206775391,93.80603071173785,92.91344762349154
2211,92.25730240240392,93.43786192992893,92.14767315882875
2212,91.06815541136876,92.56180998310941,92.85881694637833
2213,91.88118484859157,92.51903259242805,93.19743480618854
2214,91.54659413562536,93.0990013268192,92.90457820951616
2215,92.47886594625074,92.15693370907299,92.02215704994637
2216,91.03171536755045,93.6645347224976,92.89532033243688
2217,91.71099242703112,94.00454984905673,92.69866009079104
2218,90.8132859336745,93.60703502942269,92.8974262416392
